id,Instance_number,-0.361G2-0.35G3-0.347G1-0.288Medu+0.285failures...,0.393Dalc+0.384Walc+0.325sex_M-0.249studytime+0.225goout...,'0.374G2+0.37,-0.457Fjob_other+0.418Fjob_services-0.306guardian_mother+0.294guardian_other+0.236Mjob_services...,0.382guardian_other+0.329absences+0.279age+0.242paid_yes+0.225romantic_yes...,-0.473address_U+0.374school_MS+0.326traveltime-0.303reason_home+0.215Mjob_teacher...,'0.38,0.345freetime+0.297famrel+0.291activities_yes-0.276guardian_mother+0.262guardian_other...,-0.4Pstatus_T-0.366paid_yes+0.318reason_reputation-0.3reason_home+0.283absences...,'0.469Mjob_health+0.398Fjob_health+0.35,'0.4,-0.417Mjob_services+0.357Mjob_other+0.318Fjob_services-0.315health-0.279famsup_yes...,'-0.477famsize_LE3+0.347reason_other-0.309Fjob_health-0.261traveltime+0.24,-0.422famrel-0.274freetime+0.269Pstatus_T-0.254school_MS-0.239goout...,'0.49,0.372Mjob_teacher-0.344Mjob_health-0.328goout+0.299Fjob_health-0.282higher_yes...,0.395activities_yes+0.384romantic_yes+0.301famsize_LE3+0.257reason_other-0.248famrel...,0.509nursery_yes-0.353activities_yes-0.346higher_yes+0.298famsup_yes-0.256reason_other...,'-0.388studytime+0.35,'-0.349Fjob_health-0.329schoolsup_yes-0.321reason_home+0.27,'-0.54nursery_yes+0.29,0.542Pstatus_T+0.345famsize_LE3+0.285famrel-0.269freetime+0.227address_U...,'0.475freetime+0.33,-0.331Fjob_health+0.328health-0.29romantic_yes-0.262school_MS-0.258sex_M...,0.412traveltime-0.319Fjob_teacher-0.314famsize_LE3-0.242age-0.239paid_yes...,-0.442schoolsup_yes-0.34studytime+0.309Fjob_teacher+0.303higher_yes-0.268Medu...,0.384romantic_yes-0.373famsup_yes+0.333higher_yes+0.301failures-0.234activities_yes...,'0.361paid_yes+0.345address_U+0.315health-0.273famsize_LE3+0.27,-0.621failures-0.244Mjob_other+0.241freetime+0.227sex_M-0.219Fedu...,-0.372address_U-0.362studytime-0.334Medu-0.274school_MS-0.27sex_M...,-0.431famsup_yes+0.374paid_yes-0.329age+0.277freetime-0.259sex_M...,0.488sex_M-0.446Dalc+0.438goout-0.242activities_yes-0.229address_U...,0.468guardian_mother+0.362guardian_other-0.295school_MS-0.243Mjob_teacher+0.223Fedu...,yes,Cluster
259,258,-0.110586,-0.707081,2.531185,-1.501698,-0.00608,-1.473984,-0.808237,0.26946,-0.544131,-0.967255,-0.743069,0.627501,0.151938,0.143895,1.448964,-0.334568,-0.834967,-0.010385,-0.129702,-1.484709,-1.047852,0.324629,-0.872629,0.331333,-0.500722,0.712691,-0.114587,0.472131,-0.044838,-0.278547,-1.255542,0.169647,-0.300272,1,cluster1
260,259,0.143797,-1.295815,-0.5127,3.203509,-0.927872,-0.072521,0.342642,-0.673359,-0.494559,-1.501098,-0.955157,0.624242,-0.793921,-0.588652,-0.174758,-0.288412,2.41693,-0.4504,-1.38948,1.600942,-0.834484,-0.476492,-0.193701,-0.258583,0.071938,-0.434071,0.088296,-1.215406,1.709247,-0.054848,1.52365,-0.448176,0.48663,1,cluster0
261,260,-2.602192,-0.400658,1.568643,1.357367,2.701251,-0.426157,-0.927156,-2.306823,0.019083,-0.573005,0.63194,-1.334562,0.953078,2.308754,0.28496,-0.323638,0.153793,0.404725,0.19074,-0.237409,-1.307972,1.099625,-0.144242,-1.002555,0.786916,-0.792147,-0.056509,-0.12443,-0.297513,0.532785,-0.039688,-0.193956,-1.305123,1,cluster0
262,261,-0.413247,-0.492556,-1.252271,-0.978465,0.249308,0.823724,-1.190344,1.101711,-1.344674,-0.594967,-1.035093,-1.058044,0.362558,0.988769,-1.796329,1.912143,-0.995901,-1.301975,0.074305,0.747317,0.547374,0.127944,-0.176264,-0.474777,-0.102638,-0.833633,0.175737,0.055263,0.354934,-0.540748,-0.574099,0.648122,0.192312,1,cluster1
263,262,0.025147,-1.397848,2.281328,-1.003717,-1.018742,0.702633,-0.344966,1.969107,-0.119537,-0.332607,-0.307665,0.426406,0.569903,0.269885,0.973459,0.319883,-1.165921,-1.484529,-0.159501,-0.580939,0.096589,-0.603073,-0.900271,-0.508373,-1.052639,-0.690848,0.1612,-1.152341,0.106309,-0.200471,-0.153346,0.351142,0.794406,0,cluster1
264,263,0.28855,-2.183746,0.430938,-0.80662,0.092133,-0.577056,-1.48311,0.217434,-0.938774,-0.188132,-0.069013,0.896201,0.564352,1.027276,0.556054,-0.960084,-0.758681,-1.98531,-1.433054,-0.399698,-0.122796,0.030375,-0.797713,-0.071571,-0.252143,-0.39284,-1.055144,-0.008597,-0.339564,-0.779558,0.49807,-0.38711,0.922626,0,cluster1
265,264,0.484308,-1.415027,-1.562453,1.932235,0.027777,-0.019286,-0.455366,-0.554918,-2.212574,-1.618505,-1.253373,0.317143,0.254486,-0.003699,1.004346,-0.566036,0.868845,0.443047,-0.705828,-0.076193,0.398912,-0.596104,-0.330004,-0.40977,-0.514866,0.652549,0.005908,-0.039948,0.922489,0.493054,-0.716421,-0.362952,0.459085,1,cluster2
266,265,-1.61258,1.51206,1.856134,-2.09846,2.523933,2.07332,1.616588,-1.251146,2.213712,-1.071349,1.588555,1.27638,-0.466524,-0.498778,0.029521,-0.148924,-0.675977,0.367539,0.853826,-0.222424,0.186806,-0.885651,-1.890293,-0.844344,-1.543708,0.715076,-0.86632,0.019687,-0.83052,1.055963,-0.660823,0.516587,0.214263,1,cluster0
267,266,0.962124,2.151186,-0.084726,-1.013417,-0.557616,-0.554935,1.828259,-0.531012,-0.473977,0.13273,-1.319582,-1.583102,1.892481,-0.935545,1.914666,0.627931,1.363651,-1.230539,-0.261115,0.83297,-1.849281,-0.259206,-1.197709,0.065516,0.256526,0.11973,1.255754,0.109511,0.701154,-0.548948,-0.361859,-0.274126,-0.3504,1,cluster1
268,267,-1.041084,0.534199,-0.78597,-1.16353,0.643047,2.980997,0.624669,1.184093,0.338269,-1.291281,-0.45495,0.165805,-0.288714,0.581055,0.085931,0.258928,-1.036458,-0.774724,0.112566,-0.679487,-1.013489,0.177183,-0.301147,0.937267,0.327378,-0.20869,0.506349,1.009931,-0.241659,0.869388,1.131895,-0.592903,0.426208,1,cluster1
269,268,-0.429085,0.440546,-1.033677,-0.502378,2.372244,-0.293155,2.361068,1.798197,-0.27609,1.268422,-2.146494,0.018612,-0.085792,0.34844,1.058787,-1.274469,0.179022,0.679223,1.262657,0.588775,-0.184274,0.747272,-0.003023,0.292856,-0.924527,-0.037419,0.384709,0.812236,1.524369,-0.393449,-0.29055,0.509515,-1.488586,1,cluster0
270,269,4.47983,-1.906293,-1.440546,-0.667647,-0.247935,2.083488,0.395642,0.347501,1.450408,0.274825,-2.046164,0.600744,1.267442,0.207733,0.042659,0.219514,-0.357706,2.77215,-0.294188,-0.270282,0.608805,0.445887,-1.06201,-0.881462,-0.158072,-0.915315,-1.061114,0.176525,0.984459,1.159586,0.280607,0.18622,0.161163,1,cluster5
271,270,2.105299,1.282187,-0.797136,2.477523,3.439544,-1.595342,0.085137,0.925775,-1.499705,-0.815561,1.268322,0.708339,0.151242,0.107904,0.662284,0.022196,-0.461286,0.390815,0.156316,-0.54567,-1.019498,-0.643399,-0.038334,1.44178,-0.84401,1.128863,-0.717981,0.780189,-1.857269,0.200438,-0.072752,-0.196343,1.179211,1,cluster2
272,271,-1.336821,-0.259553,0.698359,1.757532,1.689028,0.46485,2.133887,1.230077,-0.855763,-0.883266,-0.016645,2.416719,1.629608,-1.361908,0.698606,-0.519852,0.998009,1.867466,-1.212658,0.345456,0.327836,-0.641819,0.20728,-0.2364,0.000021,0.375074,-0.709563,0.31779,0.221222,0.569982,0.345822,0.33589,-0.598179,1,cluster2
273,272,1.140808,-1.871414,1.819224,-1.102213,0.678186,-0.4651,-0.32706,-0.64282,-1.560066,-0.554411,0.069642,-0.906647,-0.052374,-0.445978,-0.922554,0.744375,0.568777,0.024317,-0.624427,-0.221314,1.937843,0.939228,0.31723,-0.334796,-0.775935,1.132451,-0.761134,-0.308111,0.248866,-0.307957,0.394766,0.060125,1.062672,0,cluster1
274,273,-0.477785,0.424957,1.648234,0.005191,0.081744,0.466839,-0.050683,0.22278,-1.427013,-0.335079,0.592542,-0.039259,0.759823,1.571783,0.292405,0.402844,1.637887,-0.382018,-0.889285,-1.134042,1.614236,-1.659709,0.817002,-2.171124,-0.886439,0.808514,0.887179,-1.362787,1.581843,1.499763,-0.182208,0.119478,0.331536,0,cluster0
275,274,-1.32109,-1.66046,-1.570795,1.315373,0.80222,1.413057,0.934815,-0.517338,0.319218,1.679403,-0.647118,0.361029,-0.585278,-1.090005,-0.673547,1.233634,-0.573139,0.891734,-1.138453,-1.178429,0.191897,0.90081,-0.263263,-2.788334,1.926898,1.555579,0.893924,0.151254,0.39614,0.930751,-0.66068,-0.276381,0.794308,1,cluster0
276,275,0.094138,0.062728,-0.278668,-0.649878,0.254751,-0.553691,1.658908,-1.738784,0.663863,-0.505804,0.750136,-2.065211,0.09912,-1.116123,0.405866,0.102752,1.807702,0.600949,-0.743662,-0.021571,0.560683,1.586435,1.227071,0.367079,0.039673,-1.424836,0.628702,0.92511,0.109196,0.551409,-0.345659,0.334394,0.460637,1,cluster1
277,276,2.256511,-0.469987,0.692601,2.245849,1.823448,0.532667,-3.598514,-3.269206,3.74884,-0.926462,0.078909,1.609657,1.134863,3.244576,4.838901,2.650189,-3.153882,-0.426755,2.413289,-1.244647,2.617819,0.720814,0.328161,0.325158,0.40469,-0.216472,-2.303621,0.273695,1.952354,-1.012231,2.310809,0.281729,0.026589,1,cluster5
278,277,-0.417076,2.444573,-1.754314,0.001803,0.663508,0.57549,-1.666136,-0.845617,-1.224792,-2.071819,-0.262169,1.691172,-0.696447,1.824876,0.13802,0.075469,-0.859438,-0.922245,0.972039,-1.102865,-0.944841,0.649407,-0.485112,0.39357,0.967281,0.841607,-0.272165,1.516226,0.365124,-0.031805,0.14877,0.863741,0.268215,1,cluster0
279,278,-0.984202,-0.855805,-3.553127,2.011736,1.959001,-0.266467,1.417625,0.587108,1.679942,4.226129,-0.68695,1.738025,-1.37869,0.051334,0.313812,-0.81824,0.329592,-0.556544,-0.683193,-2.377967,-0.516582,0.321081,2.164991,-0.850295,0.46215,-0.349987,-0.257195,0.671993,0.682177,-0.286251,-0.544276,-0.005606,0.017444,1,cluster0
280,279,-1.067166,1.622279,-0.588598,0.360328,-0.643252,1.21095,-1.116937,-0.513454,-0.530537,-2.183628,-1.23588,1.730416,-1.40581,0.205431,-1.388587,0.878587,0.31325,-0.945918,1.30476,-0.195933,-0.29117,1.06539,-0.973638,0.097961,0.207155,0.675673,0.280585,0.696841,-0.231285,0.084831,-0.312715,0.733586,0.739114,1,cluster0
281,280,1.325822,2.28611,-0.595762,-1.791188,1.981017,-1.549345,0.178905,-1.932499,2.171096,-2.075005,-0.574983,-1.244345,-1.024004,-0.154184,2.024221,-0.293245,0.878751,-1.263449,0.65646,0.356644,0.373484,-0.395766,0.270297,-0.392041,0.595544,1.106914,0.069566,0.767353,2.119629,-0.918038,1.213481,0.030515,-0.227198,1,cluster0
282,281,0.669729,3.590784,-0.524189,-0.578079,0.758475,-1.456729,-1.558205,-1.913415,0.864925,-1.963032,-0.397549,1.478614,-1.451461,-0.755987,-0.67166,0.937241,-1.393993,-0.588518,0.350992,-0.231682,1.213749,-1.299505,0.399241,1.166524,0.270096,0.583623,0.561869,-0.471272,0.442542,-0.0912,-0.107298,-0.160069,-0.713026,1,cluster0
283,282,-0.456793,-2.865559,1.521375,0.177819,-0.386051,2.444231,2.061564,-0.098668,0.145096,-1.400699,-0.416938,-0.779381,-1.297373,-0.050514,0.284445,0.927342,0.452933,0.528701,-0.261752,-0.478817,0.154736,0.343809,-1.147659,0.925143,-1.816108,0.456705,-0.069947,-0.82595,0.254038,0.370179,-0.223061,-0.45246,-0.09665,0,cluster2
284,283,1.819911,-2.197437,0.51843,-1.385748,-0.776616,-1.345618,-0.370476,0.435197,-0.41971,-0.877269,0.385157,0.397148,0.238789,-1.685872,1.030018,-0.493792,0.628718,-0.296326,0.317054,-2.425454,-0.169403,0.483044,0.478071,0.90674,-0.140692,-0.015469,0.008128,1.274363,0.67964,-0.127684,-0.578363,-0.663385,0.483855,1,cluster1
285,284,1.131803,-1.202276,0.441544,-1.574848,0.061751,-0.952938,0.47023,1.139296,-0.734176,0.304991,-0.303112,-0.484048,1.697567,-0.901772,0.11609,-0.011977,-1.573134,-0.270084,-0.874827,0.271446,1.649217,0.847525,0.488465,0.500664,0.226532,0.133108,-1.063729,-0.038539,-0.56502,0.192127,-0.422013,0.491467,0.109521,1,cluster1
286,285,0.939154,-1.591225,2.211572,-0.803471,0.036271,-0.616938,0.744739,1.027003,-0.682309,0.763706,0.379907,0.776546,0.519064,0.314444,-0.90134,1.074688,-1.004225,-0.15145,-0.628826,1.43163,-0.417316,0.540879,-0.350049,-0.205572,-0.474355,0.563021,0.693459,0.871574,1.270164,-0.384501,0.712732,0.944344,-0.787305,1,cluster1
287,286,-2.568612,-0.132513,2.165237,1.006163,-0.057026,0.7222,0.516623,-1.577478,-1.108111,0.780885,-0.721887,-0.949491,2.555762,-0.85613,-0.410395,1.399519,0.48021,0.363291,-0.065069,-0.967092,-0.326462,-0.456701,-0.437604,1.12818,0.017302,0.736134,-0.523744,-0.439075,-0.528883,0.354248,-0.879575,0.241499,-0.136613,1,cluster2
288,287,-1.572823,-1.451303,0.085335,1.296815,-0.786298,0.427554,0.477902,-0.317593,0.932486,-0.582722,0.5257,-1.476403,1.960156,-0.105828,-1.300447,0.118825,-0.279213,1.680674,-1.734483,-0.074056,-0.170135,0.77526,0.126256,0.958822,-1.311427,2.254527,0.702908,-0.064463,1.770875,-0.579215,-0.203334,-0.092123,-0.422311,1,cluster4
289,288,-1.379386,0.331139,1.522478,1.600711,-0.944154,-0.070299,2.283755,-0.764388,-0.00884,-2.096292,-0.579126,1.210994,0.708281,0.647318,-0.311631,-0.19268,-0.67121,0.21684,-0.578446,-0.43048,-1.271972,-0.08002,-1.123082,-0.007204,-0.506065,0.874258,0.70794,0.986778,1.08374,-0.546653,-0.730935,0.904729,-0.200411,1,cluster2
290,289,-3.869185,1.467009,-0.924496,-0.357902,0.964647,1.199483,-1.542699,1.327176,2.606742,-1.604889,-0.335766,0.023054,-0.128728,-1.499262,-1.397189,1.149926,-0.017775,0.07588,0.206518,0.222232,1.031869,-0.359253,-0.643397,0.222769,-2.417716,2.01946,-0.041402,0.435174,0.944907,-0.181795,-0.292162,-0.051434,-0.535026,1,cluster4
291,290,-0.962902,0.787463,-0.775211,-1.213421,1.488049,0.160689,-1.179231,0.225005,-1.250841,-1.339513,-1.245541,-0.83905,-0.535042,1.84817,1.465408,1.280664,0.568169,-0.240162,-0.264699,-0.050175,-0.434756,-0.17723,0.210153,-0.038207,-0.178835,-0.334141,0.5891,0.795905,0.407217,0.020105,-0.997845,-0.316214,-1.040088,1,cluster1
292,291,-3.395026,-0.80016,0.051746,1.764923,0.333345,0.721904,1.385086,-0.8969,-1.241194,1.097939,-1.22908,0.767485,0.136099,0.818535,-0.833393,-0.773877,-1.526705,1.270995,1.194402,0.47818,0.657497,-0.080467,-0.101468,0.882633,-1.144133,-0.500466,0.641654,0.167363,0.112317,-0.547995,-0.375261,-0.51832,0.759646,1,cluster2
293,292,0.099915,-0.409402,1.198964,1.37557,-0.47379,-0.899322,0.933623,-0.359723,2.347654,-0.99195,-1.90705,-0.722253,-0.031074,-0.826286,0.638486,0.201948,-0.265966,0.451465,-1.075131,0.503355,0.13844,1.456997,1.614065,0.530538,-0.021196,0.527554,1.435221,-0.33877,0.090605,-0.460926,0.244947,-0.291808,-0.119362,1,cluster0
294,293,-2.759776,-2.142709,2.648358,0.669371,-0.000779,2.220843,1.840837,-2.022205,1.170029,-1.015277,0.454264,-1.691038,-0.743687,1.450153,-0.59459,0.447579,-0.00713,1.004511,-0.88555,-0.185918,-0.324751,0.249996,-0.60893,0.646626,-0.722061,-0.619093,0.040839,-0.848323,-0.48454,-0.572053,0.375647,0.675151,0.241313,0,cluster2
295,294,-1.423,-0.541299,1.330331,-0.272281,-0.384143,1.346345,2.298944,0.928886,1.38219,-1.776891,-0.298055,-1.95091,-1.135348,0.316933,0.605917,0.789409,0.41755,0.462826,0.602623,-0.135863,-0.476332,0.161149,0.076798,-0.452176,-1.327289,0.229869,-0.200234,-0.923198,0.602737,-0.611803,0.37294,0.367828,0.653644,1,cluster2
296,295,-1.19787,0.661461,-0.047531,-1.626706,1.085469,-1.413199,0.020357,-0.239606,-1.806976,1.544119,-1.423016,-1.478059,-0.491209,1.112958,-0.181388,-1.045408,-0.780578,0.83343,1.47246,-0.422134,0.122145,-0.028177,0.852396,0.186121,-0.930352,0.126632,0.291107,0.218374,1.061067,0.242392,-0.217883,0.075896,0.477252,1,cluster0
297,296,0.438315,-0.250455,-1.540408,1.114188,3.763596,1.306474,1.613191,1.366003,-0.45946,1.675767,-0.453467,0.401199,-0.608789,1.266079,-2.63102,-2.121368,0.87153,-0.518743,1.118873,0.330582,-1.428755,-0.231915,-0.999353,1.065673,-0.20146,-0.29966,-0.636681,0.785346,1.028475,0.583424,-0.468686,-0.641458,1.89095,1,cluster0
298,297,1.206274,-0.594622,-0.043218,0.426155,4.501072,-0.404059,-0.91139,0.589016,-0.51339,-0.674282,-0.012245,-0.415583,-0.226075,-1.344138,-0.600609,-0.395885,1.717568,0.64779,0.573542,0.053548,0.051329,1.082267,-0.365533,-0.146506,0.831994,-0.060152,-0.472592,-0.390795,-0.385934,0.608741,0.72412,1.221759,1.325712,1,cluster0
299,298,-1.924738,-2.375889,0.867488,0.236095,1.793708,0.762629,0.780624,0.976665,-0.503145,0.061905,0.101356,0.237347,0.957439,-0.711337,-0.806847,0.310239,-0.712993,1.532935,-0.492646,0.821782,-1.101706,-0.19499,-0.462442,0.151276,-0.330502,-0.896573,-0.742828,-0.026381,-0.414335,-0.75181,0.552404,-0.154809,-0.157753,1,cluster1
300,299,-3.227905,2.627805,-0.363494,-0.335145,1.544299,1.120084,-3.885222,-0.987243,0.223749,-0.194692,0.206134,0.012929,0.230064,1.293195,-2.282898,0.398613,2.236036,0.985912,-1.675839,-0.149797,0.089508,0.224487,1.352675,-0.750526,-1.035122,0.893422,0.867058,-0.713174,0.767017,0.408313,-0.342325,0.331277,0.772444,1,cluster4
301,300,-1.33545,-0.49319,-0.836585,-0.281673,2.914275,-0.748347,-1.480227,-2.089196,1.301663,0.843778,-2.2112,-0.783566,-1.156682,-0.394986,0.769955,-2.237665,-0.880367,-0.399931,1.093235,0.106066,1.730314,0.145123,-0.367822,0.429392,-0.916014,-0.806234,-0.739702,-0.553068,0.221433,0.251586,-0.666827,0.054502,-0.031247,1,cluster0
302,301,-1.001394,0.74072,0.043652,-0.168757,-0.069361,-0.233197,-3.924375,-0.23495,-0.251915,0.961322,2.034126,-0.206647,-1.438705,-0.078213,-0.219557,-0.111401,-0.338891,1.114248,0.021619,1.396913,-1.656669,2.216174,-1.60543,0.040221,-1.92265,1.083266,0.696307,0.003581,0.232078,-0.714963,1.058887,-0.439068,1.049449,1,cluster4
303,302,-1.594628,-2.251843,0.902421,-0.866034,0.816658,1.227482,0.846564,0.208481,-0.208398,-0.181576,-0.112847,-0.14493,0.86199,-0.300302,-0.748656,0.274855,-0.506342,1.620753,0.004882,0.413542,-0.035857,-0.051279,-0.299346,0.0843,0.298638,0.048881,-0.0399,0.590936,-0.641744,-1.112282,0.073867,-0.259759,0.866248,1,cluster1
304,303,-3.853162,-1.611704,0.903344,2.206138,0.981484,-0.158427,2.902574,1.102815,-1.141569,3.76856,-0.43466,0.149073,-1.643511,0.370101,0.733152,1.224509,-1.721664,-0.620862,-1.457183,-1.340264,1.08563,0.616462,-1.229096,-0.408236,-1.038157,0.424985,-0.038855,0.492291,0.639442,-0.755654,-0.071437,-1.189171,-0.659695,1,cluster0
305,304,0.315966,-0.096752,1.709927,0.974602,3.872419,-1.677859,-1.394638,2.401955,0.576545,-0.436084,-0.171898,0.123993,0.437389,0.556807,1.088708,-0.153758,1.250552,0.253759,0.590902,-1.167197,-0.88515,-0.512825,0.516156,-0.205591,0.368131,0.228265,-0.589044,-0.255804,-0.733447,0.224143,-1.169718,1.034709,0.379548,1,cluster2
306,305,-0.922502,-0.530271,0.25876,3.090098,1.798218,-0.707684,1.452567,2.13987,0.961515,-0.66263,0.473605,-1.042047,0.440049,0.262169,-1.351279,0.181529,0.487409,-0.085118,0.358784,0.047183,-1.457603,-0.266098,0.497936,0.101067,-0.096165,1.107584,-0.329749,0.665706,-0.329016,1.090018,0.222045,-0.213646,0.875451,1,cluster2
307,306,-1.095581,1.193151,3.486137,1.06717,1.24283,-2.458896,-0.128107,2.606661,2.334919,-0.589788,-0.534046,-2.269708,-0.342464,-1.28194,-0.272835,-0.158897,-0.282852,-1.276058,0.891627,0.192953,-0.974588,-2.003789,-0.236141,0.620124,0.209744,-0.049437,-0.377961,1.713713,0.960558,1.346083,-1.136213,-0.096759,0.779748,0,cluster0
308,307,0.513522,1.497214,-1.878751,3.013644,3.72472,0.804542,-0.897662,1.685361,1.12973,-1.187684,-0.317427,0.599984,-0.284697,1.318982,-0.007147,1.932756,-0.585001,0.415002,2.203126,0.636796,-0.336902,1.145887,1.162164,1.006559,1.655178,0.679551,0.536617,1.295148,-0.022483,-0.353414,-0.341092,2.323188,0.163252,1,cluster0
309,308,0.152698,0.93874,1.377867,1.460015,-0.369961,0.449395,0.340968,2.74976,0.806274,0.1168,-0.418814,1.991356,-0.155416,-0.220942,1.79741,-0.680394,-0.318866,1.099862,-0.286514,0.722376,-0.899693,-1.24959,1.185902,-0.402585,-0.566216,-0.004174,0.751272,-0.081484,-0.110744,0.73461,0.484048,0.571674,0.24291,0,cluster2
310,309,1.911673,-1.348371,1.280921,1.470108,2.126545,-1.10616,1.743804,1.597297,1.751007,-0.152064,1.152794,0.424469,-0.180561,0.261527,-1.519434,1.387795,1.423432,-2.065157,0.16762,-0.996389,0.638647,1.28058,1.408227,1.715887,-1.38341,-0.417287,-0.32067,0.278727,0.306908,0.667802,-1.068349,0.097961,-0.31906,1,cluster0
311,310,3.091782,0.298999,0.423403,4.134189,1.048254,-1.943562,-0.37202,0.368586,-0.361251,-1.366501,-0.106728,0.328356,-0.8582,0.153048,-0.387795,-1.046183,0.961203,-2.245704,-1.457204,0.361614,0.188652,1.068442,-1.351092,0.071087,-0.596635,0.080636,0.579246,-0.557055,0.097702,1.063285,-0.443618,0.181437,0.923978,0,cluster0
312,311,1.766228,-0.366247,2.535738,2.640915,1.476808,0.918308,-1.345944,-0.006856,1.83628,1.976768,-1.367546,-1.401506,1.889632,1.191727,-0.41579,2.835513,3.031646,1.252547,1.778131,-0.967357,0.081479,-0.020344,-0.720508,1.024877,2.102938,-1.069209,-1.924997,0.199695,1.080896,0.406101,-0.269877,-0.705498,0.798891,1,cluster5
313,312,2.100317,0.753815,2.736394,2.398319,0.547753,-1.841239,-0.597174,2.503048,-0.676236,0.565444,0.752625,0.981038,0.381371,-0.364657,-0.902654,1.244839,-0.756654,-0.462544,-0.342343,0.786789,0.270967,-0.942962,0.777977,0.950957,0.070687,0.007713,0.519136,-0.233313,0.503589,0.166294,-0.4653,0.532564,1.924425,1,cluster2
314,313,0.77563,-1.193636,1.477925,2.923895,3.651579,0.472463,0.869289,0.001477,1.936936,-0.795285,0.359328,-1.29737,0.130911,1.453872,-1.716197,1.13738,0.930486,-1.124683,0.653932,0.873761,0.440079,2.199305,-0.479846,-0.480542,0.254903,-0.008062,0.88683,-0.426805,-0.183091,-0.290381,0.031589,0.533661,0.316016,1,cluster0
315,314,0.871063,-1.85871,2.252999,4.453276,2.524049,-1.590603,-1.285022,0.06277,0.242191,2.076599,-0.165085,-0.123137,-1.315109,0.75118,0.345506,2.038122,-1.15938,-1.479393,-2.619989,-2.854614,0.204652,0.524519,-0.920391,-0.356793,1.061957,0.770616,1.796302,-0.311453,-0.410426,0.23763,-0.899174,0.089032,-0.056341,1,cluster0
316,315,1.131422,-2.451391,2.088244,2.514134,3.714776,1.333126,-0.952241,0.569118,2.709328,-0.099668,0.328491,1.050836,0.503571,1.4048,1.652352,0.970507,-1.38689,-0.307026,0.867819,-0.31113,-1.891267,0.813488,0.417511,1.512538,0.517203,-0.385542,0.843433,-1.018199,-0.375448,0.526299,0.262347,0.991209,-0.002977,1,cluster0
317,316,1.37335,-1.761904,-0.936326,0.006647,-0.582371,0.432843,1.352743,-0.1773,-0.600343,-1.832757,-0.834682,-1.620766,0.631148,-0.271811,-1.176087,-0.366285,0.673531,-0.292225,0.584986,-0.409553,-0.527579,0.415916,-1.311383,-0.548858,0.363671,1.076764,-0.171309,-0.057398,0.908423,0.241262,-0.90268,-1.058495,0.158186,1,cluster0
318,317,-0.297504,-1.641354,-1.081669,-0.622461,1.581113,0.577629,-0.023821,0.47392,-0.493697,-0.491615,-1.189106,-0.214228,1.161946,-0.295062,1.930927,-0.323211,0.332645,0.203477,-0.726884,0.627145,-0.460955,0.085986,0.044079,-0.055412,-0.202832,-0.181485,-0.894191,0.812024,-0.771475,-0.226839,-0.219605,0.239166,0.682833,1,cluster1
319,318,-0.161164,1.285784,-0.755976,1.253749,0.009441,0.855895,1.680733,0.86829,-2.125611,0.072743,1.725308,0.44646,0.392246,0.611139,0.811591,-0.415886,-1.223465,-0.726248,-0.962498,0.644331,0.764016,-0.232299,-0.86644,0.511951,-0.952581,-0.741849,-1.137174,-0.2704,-0.308261,1.86564,1.013751,0.141139,-0.286527,1,cluster2
320,319,-1.02111,1.472458,-1.529052,-1.55779,1.349678,0.79319,0.066897,0.395465,-1.31953,-0.575631,-0.544299,-1.175643,0.630736,-0.349075,-0.8054,0.997824,-1.062343,0.199336,-0.829138,0.431441,-0.329243,0.024513,0.61144,1.141005,0.46474,-1.070501,-0.220101,0.595291,-0.639705,0.781983,-0.26884,-1.050624,0.426407,1,cluster1
321,320,-1.96829,0.137662,-0.685427,2.148448,0.763703,-0.569714,-0.38858,-2.307357,1.395072,-1.314524,-0.153437,-1.405527,0.730862,-0.112168,2.048617,0.423638,-1.827152,0.100957,1.112795,1.694842,1.115674,-0.495493,0.017014,-0.110227,0.460616,0.067385,0.043526,0.906181,0.097435,0.209116,-0.27989,0.074405,-0.214203,1,cluster2
322,321,0.481222,-2.597165,0.316386,-0.33739,0.447853,0.185589,-1.256558,-0.776241,0.262092,0.191024,-0.782037,0.108859,1.029493,0.277633,0.78502,0.272727,-0.214307,0.591194,-0.027582,0.8028,-0.0015,0.604995,0.52789,-0.087112,0.772165,-0.036112,0.005888,-0.677389,-0.406807,0.341445,-1.433005,-0.209579,-0.042195,0,cluster1
323,322,-0.636448,-0.073019,-0.045089,1.724924,-1.356275,1.011451,1.531662,-1.618508,-0.477183,-1.626973,0.42368,-0.389788,-0.667024,0.529608,0.024792,0.131936,0.646459,-0.115618,-0.713994,0.308336,-0.19736,-0.770454,0.393396,0.246686,-1.251254,0.281684,-0.806382,-1.458533,0.142886,0.919745,0.350206,-0.025662,1.139387,1,cluster2
324,323,-0.471498,0.679854,1.010922,2.059074,-0.862528,-1.338649,1.296296,-0.036226,-0.952351,0.183551,1.168764,-0.558263,0.985658,0.719321,-0.653245,-0.097111,-0.76545,-0.093069,-1.80475,1.113607,1.162837,-0.397114,0.724634,0.872382,0.725158,-1.032369,-1.075795,-0.548658,0.481432,-0.510214,-0.043631,-0.166713,-0.33002,1,cluster2
